Location,Latitude,Longitude,Bedrooms,Garage,Bathrooms,Price
Kuntunse,5.7550138,-0.3079056757510843,5,6,4,2183062
Sakumono ,5.6252982,-0.0570156,4,4,4,1881950
Tema community 22,5.6789327,-0.0231499,4,4,4,1200000
Adjiringanor,5.6496506,-0.1366577,10,5,10,1853200
Ashaley botwe,5.6864517,-0.1369489,2,5,3,489307
Achimota,5.6242019,-0.2276807,6,5,7,2695000
Adjiringanor,5.6496506,-0.1366577,5,,6,4503664
Abokobi ,5.7381697,-0.1948689,4,3,4,500000
Old ashongman ,5.697026,-0.2338194,4,3,3,1012500
Achimota,5.6242019,-0.2276807,3,3,4,1430282
East airport,5.6271981,-0.1080795,4,6,5,2785286
East airport ,5.6271981,-0.1080795,4,6,5,3011120
North legon,5.6777411,-0.1822898,4,5,4,16500000
Dome,5.6554227,-0.232884,3,1,3,750000
Ayimensah,5.7833418,-0.1814418,3,1,3,828058
Cantonments,5.5841563,-0.1692489,2,2,2,1355004
East legon hills,5.6927588,-0.1004742,3,,2,1091531
Dome,5.6554227,-0.232884,3,4,3,1881950
Achimota,5.6242019,-0.2276807,3,4,4,2408896
Adjiringanor,5.6496506,-0.1366577,4,,5,3011120
East legon,5.6392848,-0.1624589,3,4,5,4215568
Ashongman estate ,5.6991372,-0.2373358,4,5,5,450000
East legon ,5.6392848,-0.1624589,4,,5,2672369
East legon,5.6392848,-0.1624589,4,1,5,1850000
East legon ,5.6392848,-0.1624589,4,,5,4480000
East legon,5.6392848,-0.1624589,5,1,6,8280580
East legon american house ,5.6475723,-0.1500724,4,2,5,2785286
East legon,5.6392848,-0.1624589,4,,5,7527800
East legon ,5.6392848,-0.1624589,4,,5,1792000
Trasacco valley ,5.6576467,-0.112441,8,5,9,7200000
East legon,5.6392848,-0.1624589,4,20,5,11291700
East legon ,5.6392848,-0.1624589,4,,5,2672369
Ritz junction,5.6876395,-0.1713683,3,,4,896000
East legon hills ,5.6927588,-0.1004742,3,,4,600000
Ashaley botwe,5.6864517,-0.1369489,4,,4,903336
Ashaley botwe,5.6864517,-0.1369489,3,,3,1204448
East legon hills ,5.6927588,-0.1004742,5,1,6,5200000
East legon,5.6392848,-0.1624589,3,,3,1129170
East legon hills ,5.6927588,-0.1004742,4,,5,2040000
East legon trasacco ,5.6471725,-0.1134111,5,3,6,6720000
East legon ,5.6392848,-0.1624589,4,,5,4400000
East legon ,5.6392848,-0.1624589,4,,5,5600000
East legon american house ,5.6475723,-0.1500724,5,,6,5600000
East legon,5.6392848,-0.1624589,5,10,6,4516680
East legon american house ,5.6475723,-0.1500724,5,,6,5600000
East legon trasacco ,5.6471725,-0.1134111,5,3,6,6720000
East legon,5.6392848,-0.1624589,4,,5,1800000
Airport residential ,5.60205725,-0.1844661914714546,7,,8,6000000
East legon ,5.6392848,-0.1624589,6,1,7,9600000
Ashaley botwe,5.6864517,-0.1369489,4,,4,903336
Ashaley botwe,5.6864517,-0.1369489,3,,3,1204448
Airport residential ,5.60205725,-0.1844661914714546,7,,8,6000000
East legon ,5.6392848,-0.1624589,4,10,5,7527800
Ashaley botwe,5.6864517,-0.1369489,4,,4,903336
East legon,5.6392848,-0.1624589,4,1,5,1850000
East legon ,5.6392848,-0.1624589,6,1,7,9600000
East legon,5.6392848,-0.1624589,5,1,6,8280580
Ashaley botwe,5.6864517,-0.1369489,3,,3,1204448
East legon,5.6392848,-0.1624589,4,,5,7527800
East legon,5.6392848,-0.1624589,3,,3,1129170
East legon,5.6392848,-0.1624589,4,20,5,11291700
Airport residential ,5.60205725,-0.1844661914714546,7,,8,6000000
East legon,5.6392848,-0.1624589,4,,5,7527800
East legon,5.6392848,-0.1624589,4,,5,2610000
East legon ,5.6392848,-0.1624589,5,2,6,4060000
East legon ,5.6392848,-0.1624589,4,1,5,2610000
East legon,5.6392848,-0.1624589,5,,5,6340158
East legon,5.6392848,-0.1624589,5,,4,3687157
New legon,5.7151912,-0.1290786,3,6,4,540000
Tse addo,5.571400049999999,-0.13534024999999966,7,8,8,3763900
Ashongman,5.697026,-0.2338194,3,5,2,460000
West legon,5.64659785,-0.18799765768516785,4,6,6,3387510
Abokobi,5.7381697,-0.1948689,3,3,4,677502
East legon hills,5.6927588,-0.1004742,4,4,5,1204448
Oyarifa -teiman rd,5.7447006,-0.1774594,3,3,4,340000
East legon (school junction),5.7144164,-0.1301667,3,4,4,1242087
East legon,5.6392848,-0.1624589,4,5,5,2634730
East airport,5.6271981,-0.1080795,4,,4,1731000
Abelemkpe,5.609565,-0.2119801,4,,4,3032835
Spintex,5.6288265,-0.0901987,4,,5,2163000
East airport,5.6271981,-0.1080795,4,,5,2878819
East airport,5.6271981,-0.1080795,5,,5,3887500
East legon,5.6392848,-0.1624589,3,,3,3282128
Sakumono,5.6252982,-0.0570156,5,,6,4200000
East legon ogbojo,5.6691197,-0.1478252,5,,6,7000000
Spintex,5.6288265,-0.0901987,3,,3,939200
Spintex,5.6288265,-0.0901987,5,,3,3195000
Spintex ,5.6288265,-0.0901987,4,,5,900000
Sakumono,5.6252982,-0.0570156,6,,7,1700000
Spintex road - baatsonaa,5.6234952,-0.09114,4,,5,600000
Baatsonaa - spintex road,5.6234952,-0.09114,3,,4,720000
Peduase - aburi,5.80508315,-0.18123726475456658,22,,23,35000000
Spintex,5.6288265,-0.0901987,4,,5,1900000
Spintex,5.6288265,-0.0901987,4,,5,960000
Spintex ,5.6288265,-0.0901987,7,,8,1000000
East legon,5.6392848,-0.1624589,5,,5,2582735
Spintex ,5.6288265,-0.0901987,4,,5,900000
Sakumono,5.6252982,-0.0570156,6,,7,1700000
Spintex road - baatsonaa,5.6234952,-0.09114,4,,5,600000
Baatsonaa - spintex road,5.6234952,-0.09114,3,,4,720000
Dawhenya,5.7682993,0.0680208,5,,6,960000
East legon,5.6392848,-0.1624589,10,,10,1500000
Adjiringanor,5.6496506,-0.1366577,9,4,10,11775000
Ashaley botwe,5.6864517,-0.1369489,4,7,5,1204448
Teshie,5.5822343,-0.1135104,5,,5,3568199
Dzorwulu,5.6130923,-0.1991566,4,,4,4674735
Spintex ,5.6288265,-0.0901987,3,,4,1200000
East legon,5.6392848,-0.1624589,5,,5,4144000
Spintex,5.6288265,-0.0901987,3,,4,975000
Teshie,5.5822343,-0.1135104,5,,5,3019245
East legon-ogbojo,5.6691197,-0.1478252,5,4,6,3160000
Spintex,5.6288265,-0.0901987,5,,5,2643198
Airport residential area,5.6132499,-0.1832656,4,,4,6612500
East legon,5.6392848,-0.1624589,3,,3,1914575
Adjiringanor,5.6496506,-0.1366577,4,,4,2156250
Adenta,5.7041391,-0.1687965,4,,4,1817000
East legon,5.6392848,-0.1624589,4,,4,2128000
Spintex,5.6288265,-0.0901987,5,,4,1950000
North legon,5.6777411,-0.1822898,4,,4,1635000
East legon,5.6392848,-0.1624589,5,,5,4970000
Kokomlemle,5.5755147,-0.2088731,3,,3,3849782
Abelemkpe,5.609565,-0.2119801,5,,5,4949720
Abokobi,5.7381697,-0.1948689,4,5,5,978614
East legon ,5.6392848,-0.1624589,5,7,6,6775020
Adenta-new legon,5.7151912,-0.1290786,5,2,3,590000
East legon,5.6392848,-0.1624589,4,,5,2197500
Abelemkpe,5.609565,-0.2119801,4,,4,4399751
Airport residential area,5.6132499,-0.1832656,5,,5,6599626
East legon,5.6392848,-0.1624589,4,,5,3090000
Dzorwulu,5.6130923,-0.1991566,5,,5,4124766
Tse addo,5.571400049999999,-0.13534024999999966,4,,4,2051875
Teshie,5.5822343,-0.1135104,4,,4,1921337
Adenta,5.7041391,-0.1687965,3,,4,990000
Kokomlemle,5.5755147,-0.2088731,4,,4,659962
Dzorwulu,5.6130923,-0.1991566,5,,5,5499689
Oyarifa,5.756972,-0.1748633,3,4,4,370000
Oyarifa,5.756972,-0.1748633,4,4,3,300000
Oyarifa,5.756972,-0.1748633,3,4,4,370000
Teshie,5.5822343,-0.1135104,3,,3,3019245
Oyarifa,5.756972,-0.1748633,4,4,3,300000
Asylum down,5.5709323,-0.2025493,3,,3,3418892
Amrahia,5.7666444,-0.1424324,3,8,3,400000
Spintex,5.6288265,-0.0901987,2,,2,1369293
East airport,5.6271981,-0.1080795,4,,5,2137500
East legon hills,5.6927588,-0.1004742,3,,4,1987500
Spintex,5.6288265,-0.0901987,3,,4,1957228
East airport,5.6271981,-0.1080795,4,,4,3387510
Adenta,5.7041391,-0.1687965,2,,2,714400
Adenta,5.7041391,-0.1687965,4,,4,1084580
Greater accra region,5.8101532,0.0995242,3,,2,677502
East legon,5.6392848,-0.1624589,4,1,5,2565150
East legon hills ,5.6927588,-0.1004742,4,,4,1957228
East legon,5.6392848,-0.1624589,4,1,5,3387510
East legon,5.6392848,-0.1624589,4,,4,3900000
Greater accra region,5.8101532,0.0995242,4,,5,1881950
Community 25,5.7366446,0.0365789,3,,4,450000
East legon,5.6392848,-0.1624589,4,1,5,2565150
Spintex,5.6288265,-0.0901987,4,,5,1430282
East legon hills,5.6927588,-0.1004742,4,,4,2634730
Greater accra region,5.8101532,0.0995242,4,1,5,4516680
East airport,5.6271981,-0.1080795,5,,6,5645850
East legon,5.6392848,-0.1624589,4,,4,2600000
Spintex,5.6288265,-0.0901987,4,,52,2408896
East legon,5.6392848,-0.1624589,4,,4,6775020
East legon hills ,5.6927588,-0.1004742,3,,4,1053892
East legon hills ,5.6927588,-0.1004742,4,,4,3312232
East legon,5.6392848,-0.1624589,4,,4,2625000
East legon hills ,5.6927588,-0.1004742,4,,4,1881950
Greater accra region,5.8101532,0.0995242,4,1,5,4516680
East airport,5.6271981,-0.1080795,4,,5,4140290
East legon,5.6392848,-0.1624589,4,,4,2634730
East legon,5.6392848,-0.1624589,3,,3,3763900
Greater accra region,5.8101532,0.0995242,3,,4,1505560
Spintex,5.6288265,-0.0901987,5,,6,3011120
Spintex,5.6288265,-0.0901987,7,,7,3387510
East legon ,5.6392848,-0.1624589,5,1,6,10538920
Greater accra region,5.8101532,0.0995242,3,,4,1053892
East legon hills ,5.6927588,-0.1004742,4,,4,1731394
Spintex,5.6288265,-0.0901987,4,1,5,2259300
East legon ,5.6392848,-0.1624589,4,,5,3161676
East legon,5.6392848,-0.1624589,5,1,6,4516680
East legon,5.6392848,-0.1624589,4,,4,3387510
Greater accra region,5.8101532,0.0995242,3,,4,1355004
East airport ,5.6271981,-0.1080795,5,,6,6022240
Tse addo,5.571400049999999,-0.13534024999999966,4,,5,3600000
East legon,5.6392848,-0.1624589,4,1,5,4893070
East legon,5.6392848,-0.1624589,,,,2258340
Greater accra region,5.8101532,0.0995242,4,,5,2785286
Spintex,5.6288265,-0.0901987,4,,4,2785286
Agbogba,5.6918579,-0.1984465,4,,5,1505560
East legon hills,5.6927588,-0.1004742,4,,4,2634730
Greater accra region,5.8101532,0.0995242,4,1,5,4516680
East airport,5.6271981,-0.1080795,5,,6,5645850
East legon,5.6392848,-0.1624589,4,,4,2600000
Spintex,5.6288265,-0.0901987,4,,52,2408896
East legon,5.6392848,-0.1624589,4,,4,6775020
East legon hills ,5.6927588,-0.1004742,3,,4,1053892
East legon hills ,5.6927588,-0.1004742,4,,4,3312232
East legon,5.6392848,-0.1624589,4,,4,2625000
East legon,5.6392848,-0.1624589,5,,5,5269460
Greater accra region,5.8101532,0.0995242,5,,6,4893070
East legon,5.6392848,-0.1624589,4,,4,2107784
Dzorwulu ,5.6130923,-0.1991566,4,1,5,3012400
Spintex,5.6288265,-0.0901987,4,,5,2070145
Adenta,5.7041391,-0.1687965,4,1,5,1994867
Spintex,5.6288265,-0.0901987,4,,4,5835000
Greater accra region,5.8101532,0.0995242,4,2,5,4516680
Spintex,5.6288265,-0.0901987,3,,3,828058
Tse addo,5.571400049999999,-0.13534024999999966,3,,3,3613344
East legon ,5.6392848,-0.1624589,4,,5,2634730
Greater accra region,5.8101532,0.0995242,4,,5,900000
East legon hills,5.6927588,-0.1004742,4,1,4,1806672
East legon,5.6392848,-0.1624589,3,1,4,1807440
Nmai-dzorn ,5.6859863,-0.1501026,4,2,5,1580838
East legon ,5.6392848,-0.1624589,5,,6,4366124
Adenta,5.7041391,-0.1687965,3,1,4,800000
Cantonments,5.5841563,-0.1692489,4,,4,4893070
